



PackedCounter SampleTimeFine UTC_Nano UTC_Year UTC_Month UTC_Day UTC_Hour UTC_Minute UTC_Second UTC_Valid StatusWord RSSI Acc_X Acc_Y Acc_Z FreeAcc_X FreeAcc_Y FreeAcc_Z Gyr_X Gyr_Y Gyr_Z Mag_X Mag_Y Mag_Z  VelInc_X VelInc_Y VelInc_Z OriInc_q0 OriInc_q1 OriInc_q2 OriInc_q3 Pressure Roll Pitch Yaw Latitude Longitude Altitude calibacc0 calibacc1 calibacc2 calimgf0 calimgf1 calimgf2 
4603 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 9.32148 2.93308 -2.52501 -0.178116 0.331852 0.273276 0.196245 -0.0924326 -0.0089857 -0.737061 -0.270752 -0.0668945 0.0932277 0.0293513 -0.0251782 0.999999 0.000981227 -0.000462163 -4.49285e-05 NaN  135.528 -68.6513 -119.256 NaN NaN NaN 9.32148 2.93308 -2.52501 -0.737061 -0.270752 -0.0668945 
4604 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 9.27349 3.09685 -2.28865 -0.43409 0.435394 0.209689 0.212815 0.0619105 -0.0750426 -0.734863 -0.270752 -0.0690918 0.0927394 0.030958 -0.0228823 0.999999 0.00106407 0.000309553 -0.000375213 97301 135.278 -68.6633 -118.891 NaN NaN NaN 9.27349 3.09685 -2.28865 -0.734863 -0.270752 -0.0690918 
4605 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 8.89275 3.04354 -2.2119 -0.419105 0.485969 -0.178127 0.156525 0.122346 -0.109315 -0.734863 -0.272949 -0.0710449 0.0889306 0.0304041 -0.0221496 0.999999 0.000782624 0.000611732 -0.000546576 NaN  135.128 -68.6689 -118.634 NaN NaN NaN 8.89275 3.04354 -2.2119 -0.734863 -0.272949 -0.0710449 
4606 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 8.65101 2.77251 -2.21847 -0.267203 0.305853 -0.470128 0.0924305 0.0785316 -0.108015 -0.730469 -0.275146 -0.0646973 0.0865163 0.0276886 -0.0222059 1 0.000462152 0.000392658 -0.000540076 97304 134.743 -68.6683 -118.2 NaN NaN NaN 8.65101 2.77251 -2.21847 -0.730469 -0.275146 -0.0646973 
4607 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 8.7661 2.64639 -2.39851 -0.0753753 0.189544 -0.349122 0.0580375 0.0215433 -0.11883 -0.734619 -0.277344 -0.0666504 0.0876741 0.0264188 -0.0239869 1 0.000290188 0.000107716 -0.000594151 NaN  134.632 -68.6285 -118.044 NaN NaN NaN 8.7661 2.64639 -2.39851 -0.734619 -0.277344 -0.0666504 
4608 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.07677 2.61684 -2.65849 0.139714 0.109748 -0.000875092 0.0383849 0.0156143 -0.119249 -0.730469 -0.2771 -0.0751953 0.0907812 0.0261194 -0.026587 1 0.000191924 7.80715e-05 -0.000596247 97301 134.281 -68.5879 -117.689 NaN NaN NaN 9.07677 2.61684 -2.65849 -0.730469 -0.2771 -0.0751953 
4609 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 9.3508 2.79026 -2.89934 0.271079 0.23037 0.360939 0.010823 0.0764235 -0.0920391 -0.730469 -0.275146 -0.0688477 0.0935098 0.0278611 -0.0290277 1 5.41148e-05 0.000382117 -0.000460195 NaN  134.113 -68.5806 -117.502 NaN NaN NaN 9.3508 2.79026 -2.89934 -0.730469 -0.275146 -0.0688477 
4610 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.63194 3.02927 -2.7786 0.0625832 0.319594 0.654657 -0.0235379 0.183657 -0.0541102 -0.732422 -0.277344 -0.072998 0.0963021 0.0302633 -0.027878 1 -0.00011769 0.000918287 -0.000270551 97296 133.657 -68.6309 -117.058 NaN NaN NaN 9.63194 3.02927 -2.7786 -0.732422 -0.277344 -0.072998 
4611 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.61261 3.0953 -2.48687 -0.204687 0.319272 0.580758 -0.0177338 0.275281 -0.00514945 -0.728271 -0.2771 -0.0793457 0.0960925 0.0309483 -0.0250038 0.999999 -8.86689e-05 0.0013764 -2.57472e-05 NaN  133.349 -68.7373 -116.738 NaN NaN NaN 9.61261 3.0953 -2.48687 -0.728271 -0.2771 -0.0793457 
4612 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.53043 3.21657 -2.26432 -0.398147 0.404896 0.481973 0.00750304 0.318319 0.000386607 -0.732422 -0.281494 -0.0771484 0.095268 0.0321668 -0.0227936 0.999999 3.75152e-05 0.0015916 1.93304e-06 97301 132.814 -68.8575 -116.188 NaN NaN NaN 9.53043 3.21657 -2.26432 -0.732422 -0.281494 -0.0771484 
4613 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.42492 3.2094 -2.02485 -0.573148 0.383129 0.324077 0.00373344 0.345787 -0.0157398 -0.732422 -0.2771 -0.0834961 0.0942165 0.0320869 -0.0204108 0.999999 1.86672e-05 0.00172894 -7.8699e-05 NaN  132.421 -68.985 -115.766 NaN NaN NaN 9.42492 3.2094 -2.02485 -0.732422 -0.2771 -0.0834961 
4614 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 9.24318 3.05102 -1.81854 -0.646586 0.246067 0.0652377 0.0468913 0.319835 -0.0370444 -0.726074 -0.272949 -0.081543 0.0924082 0.0304974 -0.018326 0.999999 0.000234457 0.00159917 -0.000185222 97296 131.81 -69.0845 -115.118 NaN NaN NaN 9.24318 3.05102 -1.81854 -0.726074 -0.272949 -0.081543 
4615 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.94445 2.99039 -1.77251 -0.601056 0.279175 -0.239382 0.0744721 0.257799 -0.0797158 -0.726074 -0.275146 -0.081543 0.0894335 0.0298748 -0.0178293 0.999999 0.000372361 0.00128899 -0.000398579 NaN  131.484 -69.1485 -114.723 NaN NaN NaN 8.94445 2.99039 -1.77251 -0.726074 -0.275146 -0.081543 
4616 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.71085 2.85231 -1.92296 -0.356843 0.259388 -0.457593 0.0972505 0.162954 -0.0945996 -0.732422 -0.279297 -0.0898438 0.0871063 0.0284913 -0.0192868 0.999999 0.000486252 0.00081477 -0.000472998 97299 131.093 -69.1589 -114.272 NaN NaN NaN 8.71085 2.85231 -1.92296 -0.732422 -0.279297 -0.0898438 
4617 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.69983 2.87654 -2.10441 -0.182602 0.326245 -0.418523 0.107516 0.0910685 -0.106691 -0.728027 -0.279297 -0.0812988 0.0870041 0.0287303 -0.0210683 1 0.000537579 0.000455342 -0.000533454 NaN  130.945 -69.147 -114.048 NaN NaN NaN 8.69983 2.87654 -2.10441 -0.728027 -0.279297 -0.0812988 
4618 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.85391 2.92193 -2.13504 -0.170249 0.312531 -0.254387 0.0751113 0.103177 -0.0971346 -0.728271 -0.2771 -0.0834961 0.0885422 0.0291843 -0.0213852 1 0.000375557 0.000515883 -0.000485673 97301 130.533 -69.1324 -113.593 NaN NaN NaN 8.85391 2.92193 -2.13504 -0.728271 -0.2771 -0.0834961 
4619 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.72832 2.87597 -2.07796 -0.18271 0.294308 -0.397127 0.0933972 0.128544 -0.065727 -0.732422 -0.283691 -0.0854492 0.0872793 0.0287408 -0.0208223 1 0.000466986 0.000642721 -0.000328635 NaN  130.375 -69.1514 -113.367 NaN NaN NaN 8.72832 2.87597 -2.07796 -0.732422 -0.283691 -0.0854492 
4620 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -58 8.46163 2.9205 -2.06839 -0.148701 0.411444 -0.635796 0.11086 0.110376 -0.0482253 -0.732666 -0.275146 -0.0878906 0.0846119 0.0291961 -0.0207144 1 0.000554299 0.000551878 -0.000241126 97301 130.028 -69.1549 -112.962 NaN NaN NaN 8.46163 2.9205 -2.06839 -0.732666 -0.275146 -0.0878906 
4621 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 8.48307 3.03438 -2.18427 -0.0739507 0.537111 -0.558121 0.100012 0.0614711 -0.0462651 -0.72168 -0.281494 -0.0876465 0.084831 0.0303351 -0.0218536 1 0.000500058 0.000307355 -0.000231326 NaN  129.969 -69.1571 -112.838 NaN NaN NaN 8.48307 3.03438 -2.18427 -0.72168 -0.281494 -0.0876465 
4622 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -59 8.89807 3.17502 -2.24882 -0.103953 0.536723 -0.116567 0.0889879 0.0369049 -0.0478271 -0.728027 -0.281494 -0.0876465 0.0889842 0.0317389 -0.0224905 1 0.000444939 0.000184525 -0.000239135 97301 129.747 -69.1316 -112.566 NaN NaN NaN 8.89807 3.17502 -2.24882 -0.728027 -0.281494 -0.0876465 
4623 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 9.26105 3.07851 -2.24566 -0.123459 0.326824 0.195566 0.0672801 0.0620636 -0.0480804 -0.732422 -0.281494 -0.0854492 0.0926109 0.0307704 -0.0224749 1 0.0003364 0.000310318 -0.000240402 NaN  129.668 -69.1331 -112.439 NaN NaN NaN 9.26105 3.07851 -2.24566 -0.732422 -0.281494 -0.0854492 
4624 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 9.20944 2.84367 -2.17331 -0.0932063 0.101242 0.0668131 0.0582119 0.0927842 -0.0478834 -0.728271 -0.275146 -0.0856934 0.0920911 0.028421 -0.0217676 1 0.00029106 0.000463921 -0.000239417 97297 129.323 -69.1203 -112.062 NaN NaN NaN 9.20944 2.84367 -2.17331 -0.728271 -0.275146 -0.0856934 
4625 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0 -60 8.99134 2.74348 -2.14349 -0.0538864 0.0732496 -0.171261 0.0654556 0.0716096 -0.0532519 -0.723633 -0.285645 -0.0874023 0.089913 0.0274178 -0.0214582 1 0.000327278 0.000358048 -0.000266259 NaN  129.226 -69.1226 -111.919 NaN NaN NaN 8.99134 2.74348 -2.14349 -0.723633 -0.285645 -0.0874023 
